"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Generalize Polyp Segmentation Via Inpainting Across Diverse Backgrounds and Pseudo-Mask Refinement","J. Ma; F. Lu; S. Huang; S. Wu; Z. Li","FNII, CUHK-Shenzhen; South China Hospital, Medical School, Shenzhen University; South China Hospital, Medical School, Shenzhen University; South China Hospital, Medical School, Shenzhen University; SSE, CUHK-Shenzhen",2024 IEEE International Symposium on Biomedical Imaging (ISBI),"22 Aug 2024","2024","","","1","5","Inpainting lesions within different normal backgrounds is a potential method of addressing the generalization problem, which is crucial for polyp segmentation models. However, seamlessly introducing polyps into complex endoscopic environments while simultaneously generating accurate pseudomasks remains a challenge for current inpainting methods. To address these issues, we first leverage the pre-trained Stable Diffusion Inpaint and ControlNet, to introduce a robust generative model capable of inpainting polyps across different backgrounds. Secondly, we utilize the prior that synthetic polyps are confined to the inpainted region, to establish an inpainted region-guided pseudo-mask refinement network. We also propose a sample selection strategy that prioritizes well-aligned and hard synthetic cases for further model fine-tuning. Experiments demonstrate that our inpainting model outperformed baseline methods both qualitatively and quantitatively in inpainting quality. Moreover, our data augmentation strategy significantly enhances the performance of polyp segmentation models on external datasets, achieving or surpassing the level of fully supervised training benchmarks in that domain. Our code is available at https://github.com/497662892/PolypInpainter.","1945-8452","979-8-3503-1333-8","10.1109/ISBI56570.2024.10635889","Chinese University of Hong Kong; Tencent; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10635889","Colonoscopy;Segmentation;Data Augmentation;Inpainting","Training;Image segmentation;Codes;Endoscopes;Biological system modeling;Benchmark testing;Data augmentation","","2","","14","IEEE","22 Aug 2024","27-30 May 2024","27-30 May 2024","IEEE","IEEE Conferences"
"Generating synthetic data on agricultural crops with DCGAN","F. B. Pasaribu; L. J. E. Dewi; K. Y. E. Aryanto; K. A. Seputra; P. Varnakovida; N. K. Kertiasih","Computer Science, Universitas Pendidikan Ganesha, Singaraja, Indonesia; Computer Science, Universitas Pendidikan Ganesha, Singaraja, Indonesia; Computer Science, Universitas Pendidikan Ganesha, Singaraja, Indonesia; Software Engineering, Universitas Pendidikan Ganesha, Singaraja, Indonesia; Faculty of Science, King Mongkut's University of Technology, Thonburi, Thailand; Software Engineering, Universitas Pendidikan Ganesha, Singaraja, Indonesia","2024 11th International Conference on Advanced Informatics: Concept, Theory and Application (ICAICTA)","28 Nov 2024","2024","","","1","6","Convolutional Neural Network (CNN) is one of the deep learning architectures that is very effective for handling images. CNN is able to automatically extract important features from images, making it very suitable for various image processing tasks such as classification, object detection, and segmentation. However, even though CNN has great capabilities, one important thing to note is the amount of data. A considerable amount of data is needed for the CNN model to work optimally and avoid overfitting. To handle this problem, a synthetic data augmentation process is used using the Deep Convolutional Generative Adversarial Network (DCGAN) method. The generator network contained in the DCGAN model has a latent space dimension input whose value can vary. The size of the latent space dimension is very important in enabling data or image reconstruction during the training process. This study tested latent space dimension values on a corn plant dataset totaling 9159. The latent space values used in this experiment were 64, 100, and 128. In addition, this study also tested different batch sizes, namely 64 and 128. The model was evaluated using Fre'chet Inception Distance (FID) and Inception Score (IS). From the evaluation results, the best score on FID was 0.018001 and IS 1.239421. The greater the latent space value, the more realistic and clear the image results will be. Likewise, the smaller the batch size value, the more realistic and clear the image results.","2996-2552","979-8-3315-2031-1","10.1109/ICAICTA63815.2024.10763158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10763158","generative;realistic image;synthetic;corn","Training;Plants (biology);Generative adversarial networks;Feature extraction;Data augmentation;Size measurement;Data models;Stability analysis;Convolutional neural networks;Synthetic data","","2","","37","IEEE","28 Nov 2024","28-30 Sept. 2024","28-30 Sept. 2024","IEEE","IEEE Conferences"
"Comparative Analysis of CNN Models' Accuracy Using Synthetic and Original Datasets for Cotton Leaf Classification","P. S. Bolisetty; L. Y. N A; S. D. Kosuri; P. Sravan; S. V. Sai Karthik; R. C.B","Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa, Vidyapeetham, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa, Vidyapeetham, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa, Vidyapeetham, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa, Vidyapeetham, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa, Vidyapeetham, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa, Vidyapeetham, India",2024 4th International Conference on Artificial Intelligence and Signal Processing (AISP),"12 Feb 2025","2024","","","1","5","In agriculture, finding diseases in plants as soon as possible is very important for getting the most crops and making sure there is enough food for everyone. A potential way to quickly and accurately diagnose diseases is to use Artificial Intelligence (AI) tools, especially image classification models. But the quality and variety of the training sample have a big impact on how well these models work. In many cases, it's hard to get a fair collection with enough samples. In order to solve this problem, we suggest a new way to classify cotton leaf diseases that uses both fake and real datasets. First, we use the Deep Convolutional Generative Adversarial Network (DCGAN) method to make a fake dataset. This makes fake pictures that look like the ones in the real dataset. After that, we use both the real and mixed datasets to train different Convolutional Neural Network (CNN) models, such as DenseNet121, InceptionV3, MobileNetV2, ResNet50, VGG16, and VGG19. To see how well each model does on both sets of data, evaluation measures like accuracy, Fl score, and classification results are used. Our results show that the accuracy rates of the combined dataset with simulated pictures are higher than those of the original dataset alone.","2640-5768","979-8-3503-5065-4","10.1109/AISP61711.2024.10870706","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10870706","Artificial Intelligence;Agriculture;Disease Detection;Image Classification;Synthetic Dataset;Original Dataset;CNN Models;Accuracy Analysis","Training;Analytical models;Accuracy;Crops;Signal processing;Data augmentation;Data models;Convolutional neural networks;Cotton;Synthetic data","","4","","24","IEEE","12 Feb 2025","26-28 Oct. 2024","26-28 Oct. 2024","IEEE","IEEE Conferences"
"Multi-Patch Blending improves lung cancer growth pattern segmentation in whole-slide images","Z. Swiderska-Chadaj; E. Stoelinga; A. Gertych; F. Ciompi","Faculty of Electrical Engineering, Warsaw University of Technology, Warsaw, Poland; Department of Pathology, Radboud University Medical Center, Nijmegen, Netherlands; Faculty of Biomedical Engineering, Silesian University of Technology, Poland; Department of Pathology, Radboud University Medical Center, Nijmegen, Netherlands",2020 IEEE 21st International Conference on Computational Problems of Electrical Engineering (CPEE),"26 Oct 2020","2020","","","1","4","In this study, we introduce a technique to generate synthetic histologic image data by blending parts of different images into a new image patch. The proposed approach, which we call multi-patch blending (MPB), crops parts of two histologic images of tumor growth patterns annotated with single but different labels and pastes them into a newly created image patch comprising areas with two different annotations. A Cycle-GAN model is employed in MPB to smooth out transitions between the pasted image crops and make the output image patch look realistic. The goal of implementing the MPB is to support the task of semantic segmentation of lung adenocarcinoma grown patterns in whole-slide images (WSI). We used MPB to increase the number of training patches extracted from a set of 18 WSIs with sparse annotations. De facto, MPB was implemented as a novel data augmentation strategy. U-Net trained with MPB-generated patches achieved 13% higher F1-score than the U-Net trained with original (sparsely annotated) patches in a 4-class semantic segmentation task.","","978-1-7281-9617-6","10.1109/CPEE50798.2020.9238710","National Science Centre (Poland(grant numbers:2016/23/N/ST6/02076); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9238710","Deep Learning;Cycle-GAN;Lung Cancer;Tumor Growth Patterns;Data Augmentation","Training;Electrical engineering;Image segmentation;Annotations;Semantics;Crops;Lung cancer","","2","","15","IEEE","26 Oct 2020","16-19 Sept. 2020","16-19 Sept. 2020","IEEE","IEEE Conferences"
"An Offline Affective Brain-Computer Interface Paradigm with CycleGAN Data Augmentation and Meta-Learning Update Mode","H. Chen; H. He; S. Sun; J. Li; X. Cui; J. Zhu; X. Li; B. Hu","Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Gansu Provincial Key Laboratory of Wearable Computing, School of Information Science and Engineering, Lanzhou University, Lanzhou, China",IEEE Transactions on Affective Computing,"","2026","PP","99","1","18","Data acquisition and system update are key parts of affective brain-computer interface (aBCI). Facing the issue of data scarcity, supplementing data from real samples of other subjects is a feasible solution. However, only data from subjects with emotional patterns (EP) similar to those of the user can be used for initializing and updating the aBCI. Therefore, we proposed an inter-subject data supplementation solution based on Cycle-Consistent Generative Adversarial Network (CycleGAN). With the introduction of EP metrics, information reconstruction and data augmentation networks can mitigate individual emotional pattern differences (IEPD). Based on these networks, a one-to-one inter-subject data sharing community was established. Even with data showing significant emotional pattern differences, it can still be transformed into data compatible with the user. Given that the system update mode for aBCI remains undefined, we proposed a meta-learning system update mode to learn the user's EP knowledge. Recursive meta-learning is employed to learn emotional information from a multi-task dataset. A temporary meta-learning paradigm for emotion recognition is designed to enable the system to adapt to unknown session tasks. After multi-session updates, an EP record system is used to summarize user-specific emotion-related feature patterns accumulated across sessions. The proposed paradigm is validated with a multi-session sequential learning process, yielding performances of 93.33 ± 7.00% on SEED, 77.08 ± 9.07% on SEED-FRA, and 71.87 ± 7.77% on SEED-GER. This research highlights the importance of offline assistive technologies, providing a novel perspective and an initial framework for the offline operational mechanisms of aBCI.","1949-3045","","10.1109/TAFFC.2026.3726689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11663422","Electroencephalogram(EEG);brain-computer interface(BCI);affective computing;data augmentation;metalearning;emotion recognition","Metalearning;Modeling;Seeds (agriculture);Electroencephalography;Data augmentation;Learning (artificial intelligence);Brain-computer interfaces;Emotion recognition;Training;Affective computing","","","","","IEEE","24 Aug 2026","","","IEEE","IEEE Early Access Articles"
"GACNet: Generate Adversarial-Driven Cross-Aware Network for Hyperspectral Wheat Variety Identification","W. Zhang; Z. Li; G. Li; P. Zhuang; G. Hou; Q. Zhang; C. Li","School of Information Engineering and the Institute of Computer Applications, Henan Institute of Science and Technology, Xinxiang, China; School of Information Engineering and the Institute of Computer Applications, Henan Institute of Science and Technology, Xinxiang, China; School of Information Engineering and the Institute of Computer Applications, Henan Institute of Science and Technology, Xinxiang, China; School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; College of Computer Science and Technology, Qingdao University, Qingdao, China; School of Information Science and Technology, Dalian Maritime University, Dalian, China; School of Computer Science, Nankai University, Tianjin, China",IEEE Transactions on Geoscience and Remote Sensing,"11 Jan 2024","2024","62","","1","14","Wheat variety identification from hyperspectral images holds significant importance in both fine breeding and intelligent agriculture. However, the discriminatory accuracy of some techniques is limited due to insufficient datasets, data redundancy, and noise interference. To address these issues, we propose a wheat variety identification framework called generate adversarial-driven cross-aware network (GACNet), comprising a semi-supervised generative adversarial network (GAN) for data augmentation and a cross-aware attention network (CAANet) for variety identification. First, the semi-supervised GAN (SSGAN) alleviates data scarcity by generating fake hyperspectral images as realistically as possible through learning the distribution hypothesis of real hyperspectral images, while the discriminator distinguishes between real and fake hyperspectral images. Subsequently, the CAANet is employed for wheat variety identification, which leverages a cascading cross-learning of 3-D and 2-D convolutions to fully exploit spectral, spatial, and texture features and refines the features through an embedded attention mechanism in the cross-convolutional module. Additionally, we constructed a hyperspectral wheat variety dataset (HWVD) comprising 4560 samples of 19 categories. Extensive experiments on our dataset demonstrate that our GACNet outperforms state-of-the-art methods for wheat variety identification. The HWVD will be made available.","1558-0644","","10.1109/TGRS.2023.3347745","National Natural Science Foundation of China(grant numbers:62171252); Natural Science Foundation of Henan Province(grant numbers:212300410345,232300420428); Teacher Education Curriculum Reform Research of Henan Province(grant numbers:2024-JSJYYB-029); Key Specialized Research and Development Program of Science and Technology of Henan Province(grant numbers:232102210018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10375525","Cross-aware attention;generative adversarial network (GAN);hyperspectral image;wheat variety identification","Hyperspectral imaging;Feature extraction;Generative adversarial networks;Data augmentation;Deep learning;Data models;Seeds (agriculture)","","57","","75","IEEE","28 Dec 2023","2024","","IEEE","IEEE Journals"
"The Impact of Data Augmentation on Tactile-Based Object Classification Using Deep Learning Approach","P. Maus; J. Kim; O. Nocentini; M. Z. Bashir; F. Cavallo","BioRobotics Institute, Scuola Superiore Sant’Anna, Pontedera, Italy; BioRobotics Institute, Scuola Superiore Sant’Anna, Pontedera, Italy; BioRobotics Institute, Scuola Superiore Sant’Anna, Pontedera, Italy; Department of Industrial Engineering, University of Florence, Florence, Italy; Department of Industrial Engineering, University of Florence, Florence, Italy",IEEE Sensors Journal,"14 Jul 2022","2022","22","14","14574","14583","A safe and versatile interaction between humans and objects is based on tactile and visual information. In literature, visual sensing is widely explored compared to tactile sensing, despite showing significant limitations in environments with an obstructed view. Tactile perception does not depend on those factors. In this paper, a Machine Learning-based tactile object classification approach is presented. The hardware setup is composed of a 3-finger-gripper of a robotic manipulator mounted on the Doro robot of the Robot-Era project. This paper’s main contribution is the augmentation of the custom 20 class 2000 sample tactile time-series dataset using random jitter noise, scaling, magnitude, time warping, and cropping. The effect on the object recognition performance of the dataset expansion is investigated for the neural network architectures MLP, LSTM, CNN, CNNLSTM, ConvLSTM, and deep CNN (D-CNN). The data augmentation methods brought a statistically significant object classification accuracy increase compared to models trained on the original dataset. The best tactile object classification success rate of 72.58% is achieved for the D-CNN trained on an augmented dataset derived from scaling and time warping augmentation.","1558-1748","","10.1109/JSEN.2022.3175153","European Union Research and Innovation Program, PON (Programma Operativo Nazionale) 2014-2020 – SI-Robotics Project. Healthy and Active Ageing through Social Robotics(grant numbers:ARS01_01120); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9774358","Machine learning;time-series data augmentation;tactile object classification;tactile object recognition","Sensors;Convolutional neural networks;Robots;Visualization;Task analysis;Robot kinematics;Three-dimensional displays","","16","","33","IEEE","13 May 2022","15 July15, 2022","","IEEE","IEEE Journals"
"A Robust Deep Learning Approach for the Quantitative Characterization and Clustering of Peach Tree Crowns Based on UAV Images","J. Hu; Y. Zhang; D. Zhao; G. Yang; F. Chen; C. Zhou; W. Chen","Food Science Institute, Zhejiang Academy of Agricultural Sciences, Hangzhou, China; Institute of Soil and Fertilizer, Anhui Academy of Agricultural Sciences, Hefei, China; Food Science Institute, Zhejiang Academy of Agricultural Sciences, Hangzhou, China; Information Technology Research Center and the Intelligent Equipment Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; School of Life Sciences, Anhui University, Hefei, China; Institute of Agricultural Equipment, Zhejiang Academy of Agricultural Sciences, Hangzhou, China; Food Science Institute, Zhejiang Academy of Agricultural Sciences, Hangzhou, China",IEEE Transactions on Geoscience and Remote Sensing,"15 Mar 2022","2022","60","","1","13","The accurate large-scale measurement of peach crowns is vital in horticultural science and the optimization of orchard management. Nowadays, numerous crown parameters (e.g., crown area, height, and volume) can be obtained via the analysis of point clouds or photographs. Current laser-based sensors provide the required reliable and accurate information; however, they are costly and time-consuming. Therefore, a simpler approach for crown measurement is required. For this purpose, this study presents a pipeline for the monitoring and clustering of 259 peach tree crowns based on unmanned aerial vehicle (UAV) images of a peach orchard in Southeast China. Considering the limitation that the original aerial image dataset contains little information, a data augmentation process is adopted, and an efficient deep learning architecture based on conditional generative adversarial networks (cGANs) was designed to extract the crown area. Then, the shape of the crown area was clustered using an edge detection process and a  $k$ -means algorithm. Finally, an ellipsoid volume method (EVM) was applied to estimate the crown volume. Five indicators—namely,  $Q_{\mathrm {seg}}$ ,  $S_{\mathrm {r}}$ , Precision, Recall, and F-measure—were employed to evaluate the crown extraction effects, and the average results for testing samples were 0.832, 0.847, 0.851, 0.828, and 0.846, respectively. Compared with other approaches—namely, fully convolutional network (FCN), U-Net, SegNet21, the excess green index (ExG), and the color index of vegetation extraction (CIVE)—the proposed cGAN model performs better, achieving an accuracy improvement of 5%–25%. For the estimation of crown volume, using measurements from a light detection and ranging (LIDAR) scanner as a reference, the correlation coefficient and relative-root-mean-square error (R-RMSE) were found to be 0.836% and 14.93%, respectively. Overall, the results demonstrate that the proposed method is feasible for measuring peach tree crowns. The wide application of such technology would facilitate applied research in plant phenotyping and precision horticulture.","1558-0644","","10.1109/TGRS.2022.3142288","National Natural Science Foundation of China(grant numbers:32000283,31901662,31901722); Beijing Natural Science Foundation(grant numbers:6182011); Beijing Academy of Agriculture and Forestry Sciences(grant numbers:KJCX20170423); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678963","Crown measurement;deep learning;shape clustering;unmanned aerial vehicle (UAV) images;volume estimation","Vegetation;Autonomous aerial vehicles;Laser radar;Remote sensing;Agriculture;Volume measurement;Monitoring","","13","","44","IEEE","12 Jan 2022","2022","","IEEE","IEEE Journals"
"Preliminary Results on the Generation of Artificial Handwriting Data Using a Decomposition-Recombination Strategy","J. F. Adrán Otero; O. Soláns Caballer; P. Marti-Puig; Z. Sun; T. Tanaka; J. Solé-Casals","Faculty of Computer Science, Multimedia and Telecommunications, Open University of Catalonia, Barcelona, Spain; Faculty of Computer Science, Multimedia and Telecommunications, Open University of Catalonia, Barcelona, Spain; Data and Signals Processing Research Group, University of Vic-Central University of Catalonia, Barcelona, Spain; Computational Engineering Applications Unit, Head Office for Information Systems and Cybersecurity, RIKEN, Saitama, Japan; Department of Electrical and Electronic Engineering, Tokyo University of Agriculture and Technology, Japan; Data and Signals Processing Research Group, University of Vic-Central University of Catalonia, Barcelona, Spain","ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","27 Apr 2022","2022","","","1166","1170","Deep learning techniques are able to extract the characteristics of temporal signals to study their patterns and diagnose diseases such as essential tremor. However, these techniques require a large amount of data to train the neural network and achieve good results, and the more data the network has, the more accurate the final model implemented will be. This work proposes the use of data augmentation techniques to improve the accuracy of a Long short-term memory system in the diagnosis of essential tremor. For this purpose, the Empirical Modal Decomposition method will be used to decompose the original temporal signals collected from control subjects and patients with essential tremor. The time series obtained from the decomposition, covering different frequency ranges, will be randomly shuffled and combined to generate new artificial samples for each group. Then, both the generated artificial samples and part of the real samples will be used to train the LSTM network, and the remaining original samples will be used to test the model. Experimental results demonstrate the capability of the proposed method, increasing the classifier accuracy from 83.2% to almost 93% when artificial samples are used.","2379-190X","978-1-6654-0540-9","10.1109/ICASSP43922.2022.9747658","European Cooperation in Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9747658","Deep Learning;LSTM;Data Augmentation;Empirical Mode Decomposition;Essential Tremor","Deep learning;Training;Time-frequency analysis;Sensitivity;Neural networks;Time series analysis;Signal processing","","","","17","IEEE","27 Apr 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"A Data Augmentation Method Based on Generative Adversarial Networks for Grape Leaf Disease Identification","B. Liu; C. Tan; S. Li; J. He; H. Wang","College of Information Engineering, Northwest A&F University, Yangling, China; College of Information Engineering, Northwest A&F University, Yangling, China; College of Information Engineering, Northwest A&F University, Yangling, China; College of Mathematics and Computer Science, Yan’an University, Yan’an, China; Ningxia Smart Agricultural Industry Technology Collaborative Innovation Center, Yinchuan, China",IEEE Access,"10 Jun 2020","2020","8","","102188","102198","The identification of grape leaf diseases based on deep learning is critical to controlling the spread of diseases and ensuring the healthy development of the grape industry. Focusing on the lack of training images of grape leaf diseases, this paper proposes a novel model named Leaf GAN, which is based on generative adversarial networks (GANs), to generate images of four different grape leaf diseases for training identification models. A generator model with degressive channels is first designed to generate grape leaf disease images; then, the dense connectivity strategy and instance normalization are fused into an efficient discriminator to identify real and fake disease images by utilizing their excellent feature extraction capability on grape leaf lesions. Finally, the deep regret gradient penalty method is applied to stabilize the training process of the model. Using a total of 4,062 grape leaf disease images, the Leaf GAN model ultimately generates 8,124 grape leaf disease images. The generated grape leaf disease images based on Leaf GAN model can obtain better performance than DCGAN and WGAN in terms of the Fréchet inception distance. The experimental results show that the proposed Leaf GAN model generates sufficient grape leaf disease images with prominent lesions, providing a feasible solution for the data augmentation of grape leaf disease images. For the eight prevailing classification models with the expanded dataset, the identification performance based on CNNs indicated higher accuracies, whereby all the accuracies were better than those of the initial dataset with other data augmentation methods. Among them, Xception achieves a recognition accuracy of 98.70% on the testing set. The results demonstrate that the proposed data augmentation method represents a new approach to overcoming the overfitting problem in disease identification and can effectively improve the identification accuracy.","2169-3536","","10.1109/ACCESS.2020.2998839","Key Research and Development Program of Shaanxi(grant numbers:2019ZDLNY07-06-01); Ningxia Smart Agricultural Industry Technology Collaborative Innovation Center(grant numbers:2017DC53); Fundamental Research Funds for the Central Universities(grant numbers:2452019064); National Natural Science Foundation of China(grant numbers:61602388,61902339); China Postdoctoral Science Foundation(grant numbers:2017M613216); Natural Science Basic Research Plan in Shaanxi Province of China(grant numbers:2017JM6059); Postdoctoral Science Foundation of Shaanxi Province of China(grant numbers:2016BSHEDZZ121); Shaanxi Key Laboratory of Intelligent Processing for Big Energy Data; Yan’an University(grant numbers:IPBED14); Doctoral Starting Up Foundation of Yan’an University(grant numbers:YDBK2019-06); Innovation and Entrepreneurship Training Program of Northwest A&F University of China(grant numbers:201910712048); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9104723","Generative adversarial networks;convolutional neural networks;data augmentation;grape leaf disease identification","Diseases;Pipelines;Generators;Gallium nitride;Training;Feature extraction;Generative adversarial networks","","193","","58","CCBY","1 Jun 2020","2020","","IEEE","IEEE Journals"
"Segmentation of Diseased Regions in Pigeon Pea Leaves Using DeepLabV3+ with High-Order Pooling and Optimized Classification","A. Patil; Virupakshappa","Sharnbasva University, Kalaburagi, India; Sharnbasva University, Kalaburagi, India",2025 2nd Asia Pacific Conference on Innovation in Technology (APCIT),"4 Mar 2026","2025","","","1","8","This study presents a comprehensive framework for segmentation and classification of diseased regions in pigeon pea leaves by integrating advanced image processing techniques with deep learning models. A custom dataset was obtained from publicly available dataset, which is represented in proposed subsection. dataset encompasses both healthy and diseased leaves affected by six major pigeon pea diseases: Alternaria Leaf Spot, Cercospora Leaf Spot, Powdery Mildew, Fusarium Wilt (Leaf Yellowing), Phytophthora Blight, and Leaf Mosaic. Each disease category, along with healthy samples, contains a balanced number of images to prevent class imbalance. For segmentation tasks, pixel-level annotations of diseased regions were manually created using the LabelMe annotation tool. Data augmentation techniques, including geometric (rotation, flipping, scaling) and photometric (brightness variation, zoom cropping) transformations, were applied to enhance dataset diversity and training robustness. To used a 70:15:15 ratio to divide the last dataset into training, validation, and testing sets. Anisotropic diffusion filtering is used during preprocessing to reduce noise, keep edge details, and improve image quality. The DeepLabV3+ model is used for segmentation. It uses atrous convolutions and multi-scale feature extraction to accurately mark off areas that are affected by disease. Then, a finely tuned GAN-based architecture is used to classify the segmented areas. The ALO is used to make the classification presentation even better. The results of experiments show that proposed scheme is very good at both segmentation and classification. This makes it a strong and dependable solution for precision agriculture and finding pigeon pea leaf diseases early. The classification model did better than the baseline methods, with an accuracy of more than 96.8%, a precision of about 97.2%, besides F1-score of 96.5% across all the leaf disease datasets that were tested. The suggested method works much better than both old and new methods for both segmenting and classifying plant leaf diseases. It shows great accuracy and strength by getting 97.85% of the segments right and 98.60% of the classifications right. The combination of DeepLabV3+, GAN, and ALO makes the model additional generalisable and reliable on benchmark datasets.","","979-8-3315-2306-0","10.1109/APCIT65661.2025.11411077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11411077","Generative Adversarial Network;DSLR camera;pigeon pea leaf diseases;segmentation and classification","Training;Image quality;Image segmentation;Accuracy;Filtering;Image edge detection;Noise;Generative adversarial networks;Robustness;Diseases","","1","","22","IEEE","4 Mar 2026","19-20 Sept. 2025","19-20 Sept. 2025","IEEE","IEEE Conferences"
"SketchFashion: Image Translation from Fashion Sketch Based on GAN","J. Wang; R. Chen; Y. Shi; J. Gao","School of Arts and Sciences, Beijing Institute of Fashion Technology, Beijing, China; School of Arts and Sciences, Beijing Institute of Fashion Technology, Beijing, China; School of Business Beijing Institute of Fashion Technology, Beijing, China; School of Arts and Sciences, Beijing Institute of Fashion Technology, Beijing, China",2022 2nd International Conference on Electronic Information Technology and Smart Agriculture (ICEITSA),"23 Feb 2023","2022","","","1","6","Fashion is the embodiment of a cultural symbol and one of the ways we present ourselves to the world. In this paper, we focus on the work process of a fashion designer from drawing fashion sketches to looking for different fabrics to make clothing samples, which usually requires high cost. We propose SketchFashion, which translates the fashion sketches into real images according to the specified style. SketchFashion is implemented through our proposed novel improvements based on SSS2I, and it can generate an image with $512\times 512$ resolution, which plays an important role in both auxiliary design and apparel e-commerce.","","978-1-6654-6401-7","10.1109/ICEITSA57468.2022.00041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10044323","computer vision;self-supervision;fashion sketch;sketch-to-image translation","Smart agriculture;Image resolution;Costs;Clothing;Symbols;Fabrics;Electronic commerce","","1","","20","IEEE","23 Feb 2023","9-11 Dec. 2022","9-11 Dec. 2022","IEEE","IEEE Conferences"
